"country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label"
"United States","California","Brisbane",94005,"37.684694, -122.40712","37.684694","-122.40712","Male","No","No","No",65,"Yes","Yes","DSL","Yes","No","No","No internet service","Yes","No","Month-to-month","Yes","Electronic check","62.97","1747.10","No"
"United States","California","Poway",92064,"32.984395, -117.013454","32.984395","-117.013454","Female","No","Yes","Yes",66,"No","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","108.88","7731.12","No"
"United States","California","Squaw Valley",93675,"36.719141, -119.202677","36.719141","-119.202677","Female","No","No","No",5,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Two year","Yes","Credit card (automatic)","113.69","5055.25","No"
"United States","California","Los Angeles",90068,"34.137411, -118.328915","34.137411","-118.328915","Male","Yes","No","No",33,"Yes","No","No","No internet service","No internet service","Yes","No internet service","No internet service","No internet service","One year","Yes","Mailed check","29.96","229.23","No"
"United States","California","Monterey Park",91755,"34.049172, -118.115022","34.049172","-118.115022","Female","No","No","Yes",1,"Yes","No","Fiber optic","No","No","No","Yes","No internet service","No internet service","Two year","No","Mailed check","109.24","1436.96","No"
"United States","California","Los Angeles",90005,"34.059281, -118.30742","34.059281","-118.30742","Male","No","Yes","No",0,"Yes","No","No","No internet service","No internet service","Yes","No internet service","No","Yes","Month-to-month","No","Mailed check","32.44","11.73","No"
"United States","California","Lancaster",93535,"34.712708, -117.889656","34.712708","-117.889656","Male","No","Yes","No",46,"Yes","Yes","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)","105.19","4433.54","No"
"United States","California","Big Creek",93605,"37.17277, -119.2997","37.17277","-119.2997","Male","Yes","Yes","No",4,"No","No","DSL","Yes","Yes","No","No","No","No","Two year","No","Credit card (automatic)","56.16","568.18","No"
"United States","California","Blythe",92225,"33.674583, -114.71612","33.674583","-114.71612","Male","No","Yes","Yes",2,"No","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)","20.52","48.71","No"
"United States","California","Sunset Beach",90742,"33.719221, -118.073596","33.719221","-118.073596","Male","No","Yes","No",42,"Yes","No","No","No","No","Yes","No internet service","No internet service","No internet service","One year","No","Mailed check","91.91","6752.99","No"
"United States","California","Stockton",95205,"37.965695, -121.260051","37.965695","-121.260051","Female","No","No","No",26,"Yes","No","No","No internet service","No","No internet service","No internet service","Yes","Yes","Two year","Yes","Mailed check","99.96","4940.20","No"
"United States","California","San Francisco",94133,"37.802071, -122.411004","37.802071","-122.411004","Male","Yes","Yes","No",2,"Yes","Yes","Fiber optic","No internet service","Yes","Yes","Yes","No","No","Month-to-month","No","Electronic check","56.93","276.96","No"
"United States","California","Macdoel",96058,"41.769709, -121.92063","41.769709","-121.92063","Female","Yes","No","No",39,"Yes","Yes","Fiber optic","No","No internet service","No","Yes","No","Yes","Two year","Yes","Mailed check","85.03","2386.81","No"
"United States","California","Modesto",95351,"37.621458, -121.012295","37.621458","-121.012295","Male","No","No","No",49,"Yes","No phone service","DSL","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)","70.83","1587.00","No"
"United States","California","Belmont",94002,"37.509366, -122.306132","37.509366","-122.306132","Male","No","No","Yes",0,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","No","Bank transfer (automatic)","80.89","182.80","No"
"United States","California","Parker Dam",92267,"34.273872, -114.192901","34.273872","-114.192901","Male","No","No","No",59,"No","No phone service","Fiber optic","No","No","No","Yes","No internet service","Yes","Two year","No","Bank transfer (automatic)","50.41","2179.41","No"
"United States","California","San Diego",92126,"32.886925, -117.152162","32.886925","-117.152162","Male","No","Yes","No",66,"Yes","Yes","DSL","No internet service","No","Yes","No","No internet service","Yes","Two year","Yes","Bank transfer (automatic)","22.14","1437.60","No"
"United States","California","Alderpoint",95511,"40.166028, -123.584144","40.166028","-123.584144","Female","No","No","Yes",5,"Yes","No","No","No","No internet service","No internet service","Yes","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","22.13","101.69","No"
"United States","California","Solana Beach",92075,"33.001813, -117.263628","33.001813","-117.263628","Female","No","Yes","No",12,"Yes","No phone service","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","118.71","6452.78","No"
"United States","California","Murrieta",92563,"33.581045, -117.14719","33.581045","-117.14719","Male","No","No","No",60,"Yes","No","No","No","No internet service","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","27.94","1725.67","No"
"United States","California","Fawnskin",92333,"34.274846, -116.937581","34.274846","-116.937581","Female","Yes","No","No",23,"Yes","Yes","DSL","No internet service","No","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","25.81","1780.73","No"
"United States","California","Lucerne",95458,"39.141934, -122.770679","39.141934","-122.770679","Male","No","Yes","Yes",30,"Yes","No","DSL","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","23.24","1795.69","No"
"United States","California","Mendota",93640,"36.687292, -120.437354","36.687292","-120.437354","Female","No","No","No",9,"Yes","Yes","No","No internet service","No internet service","Yes","No internet service","Yes","No internet service","One year","Yes","Electronic check","22.08","76.65","No"
"United States","California","Cool",95614,"38.880622, -120.973865","38.880622","-120.973865","Male","No","Yes","No",44,"Yes","No phone service","Fiber optic","No","No internet service","No","Yes","Yes","No","Two year","Yes","Electronic check","33.74","1033.05","No"
"United States","California","Huntington Beach",92647,"33.723579, -118.005441","33.723579","-118.005441","Male","No","Yes","Yes",65,"Yes","Yes","Fiber optic","No","No","No internet service","Yes","Yes","Yes","One year","No","Mailed check","36.34","2092.20","No"
"United States","California","Summerland",93067,"34.420998, -119.60137","34.420998","-119.60137","Female","No","Yes","No",15,"Yes","No","No","No","No internet service","No","Yes","No internet service","Yes","Month-to-month","Yes","Electronic check","76.54","1037.82","No"
"United States","California","Perris",92571,"33.828289, -117.201666","33.828289","-117.201666","Female","No","No","Yes",6,"Yes","No","No","No","No","Yes","No","Yes","No internet service","Two year","Yes","Credit card (automatic)","85.86","1445.35","No"
"United States","California","Highland",92346,"34.129677, -117.154277","34.129677","-117.154277","Female","No","Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No internet service","Two year","Yes","Mailed check","89.13","6852.42","No"
"United States","California","Gardena",90248,"33.876482, -118.284077","33.876482","-118.284077","Female","Yes","No","No",33,"No","Yes","DSL","Yes","No internet service","Yes","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)","100.69","3059.43","No"
"United States","California","Rancho Mirage",92270,"33.763678, -116.429928","33.763678","-116.429928","Female","No","Yes","No",68,"Yes","No","No","No","No","No internet service","No","No internet service","Yes","Month-to-month","Yes","Electronic check","99.21","3129.82","No"
"United States","California","Bakersfield",93309,"35.342891, -119.064803","35.342891","-119.064803","Female","No","No","No",6,"Yes","No","No","No","No internet service","No internet service","Yes","Yes","Yes","Month-to-month","No","Mailed check","20.85","336.04","No"
"United States","California","San Diego",92129,"32.961064, -117.134917","32.961064","-117.134917","Male","Yes","No","No",2,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","111.40","877.69","No"
"United States","California","Little River",95456,"39.245911, -123.77214","39.245911","-123.77214","Female","No","No","No",25,"Yes","No","No","No","No","No","Yes","Yes","Yes","One year","No","Mailed check","46.48","1337.94","No"
"United States","California","Strawberry Valley",95981,"39.58458, -121.093256","39.58458","-121.093256","Male","No","No","No",47,"Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","62.23","5224.96","No"
"United States","California","San Leandro",94578,"37.704384, -122.126703","37.704384","-122.126703","Female","Yes","Yes","Yes",56,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)","96.96","4266.32","No"
"United States","California","Mi Wuk Village",95346,"38.121601, -120.133915","38.121601","-120.133915","Male","No","Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","18.31","11.41","No"
"United States","California","Lompoc",93437,"34.757477, -120.550507","34.757477","-120.550507","Female","No","No","Yes",2,"Yes","No","Fiber optic","No","Yes","Yes","No internet service","Yes","Yes","Two year","Yes","Mailed check","39.29","1006.58","No"
"United States","California","Fall River Mills",96028,"41.017282, -121.468945","41.017282","-121.468945","Male","Yes","No","No",3,"Yes","No","Fiber optic","No internet service","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","63.42","178.98","No"
"United States","California","Dorris",96023,"41.949216, -122.050062","41.949216","-122.050062","Male","No","No","No",0,"Yes","No","DSL","No","Yes","No","No","No","No","Two year","No","Electronic check","86.11","39.48","No"
"United States","California","Mountain View",94043,"37.419725, -122.062947","37.419725","-122.062947","Female","No","Yes","No",66,"Yes","No","DSL","Yes","No","No","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","101.04","2853.67","No"
"United States","California","Fresno",93722,"36.78979, -119.929894","36.78979","-119.929894","Female","Yes","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No internet service","Two year","Yes","Credit card (automatic)","67.61","6951.46","No"
"United States","California","Los Angeles",90020,"34.066367, -118.309868","34.066367","-118.309868","Male","No","No","No",2,"Yes","No","No","No internet service","No","Yes","No","Yes","Yes","Month-to-month","No","Mailed check","61.71","460.84","No"
"United States","California","Coarsegold",93614,"37.212191, -119.749323","37.212191","-119.749323","Male","No","Yes","No",20,"No","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check","49.17","377.78","No"
"United States","California","Fremont",94555,"37.555473, -122.080312","37.555473","-122.080312","Female","No","No","No",14,"No","Yes","DSL","Yes","No","No","Yes","No internet service","Yes","Two year","No","Electronic check","52.95","1033.54","No"
